idnum,uniq_id,cluster,upm,wt,wave,pais,nationality,estratopri,prov,municipio,estratosec,tamano,ur,fecha,q1,q2,a4,vb1,inf1,vb2,vb3n,vb10,vb11,pol1,vb20,q10new
942,MEX18_0942,1172,103,1,2018,México,Mexicano,Norte,Tamaulipas,Tampico,"Grande (más de 100,000)",Ciudad grande,Urbano,03/03/2019,Mujer,49,"Delincuencia, crimen",Sí,Sí,Sí votó,Andrés Manuel López Obrador Morena Juntos Haremos Historia,Sí,MORENA / Movimiento Regeneración Nacional,Poco,Votaría por el candidato o partido del actual presidente/administración,"Entre $4,301 - $4,800"
1173,MEX18_1173,742,85,1,2018,México,Mexicano,Centro Occidente,Michoacán,Pátzcuaro,"Mediana (entre 25,000 y 100,000)",Ciudad mediana,Urbano,10/02/2019,Mujer,49,No sabe,Sí,Sí,Sí votó,Andrés Manuel López Obrador Morena Juntos Haremos Historia,No,No Aplica,Poco,No sabe,No sabe
3,MEX18_0003,752,64,1,2018,México,Mexicano,Centro Occidente,Michoacán,Morelia,"Grande (más de 100,000)",Ciudad grande,Urbano,09/02/2019,Mujer,62,Pobreza,No,Sí,Sí votó,Andrés Manuel López Obrador Morena Juntos Haremos Historia,No,No Aplica,Nada,Iría a votar pero dejaría la boleta en blanco o la anularía,No sabe
1459,MEX18_1459,551,127,1,2018,México,Mexicano,Centro Occidente,Jalisco,Zapopan,"Grande (más de 100,000)",Ciudad grande,Urbano,15/02/2019,Mujer,35,"Delincuencia, crimen",Sí,Sí,Sí votó,Andrés Manuel López Obrador Morena Juntos Haremos Historia,No,No Aplica,Mucho,Votaría por el candidato o partido del actual presidente/administración,"Entre $9,301 - $13,000"
1421,MEX18_1421,842,62,1,2018,México,Mexicano,Norte,Nuevo León,Monterrey,"Grande (más de 100,000)",Ciudad grande,Urbano,26/02/2019,Hombre,28,"Delincuencia, crimen",Sí,Sí,Sí votó,Andrés Manuel López Obrador Morena Juntos Haremos Historia,Sí,MORENA / Movimiento Regeneración Nacional,Poco,No sabe,"Entre $5,401 - $6,400"
1200,MEX18_1200,521,112,1,2018,México,Mexicano,Centro Occidente,Jalisco,Tlaquepaque,"Grande (más de 100,000)",Ciudad grande,Urbano,17/02/2019,Mujer,43,"Delincuencia, crimen",Sí,Sí,Sí votó,Andrés Manuel López Obrador Morena Juntos Haremos Historia,Sí,MORENA / Movimiento Regeneración Nacional,Mucho,Votaría por el candidato o partido del actual presidente/administración,"Entre $4,301 - $4,800"
1382,MEX18_1382,442,74,1,2018,México,Mexicano,Centro,Hidalgo,Nopala de Villagrán,"Pequeña (menos de 25,000)",Ciudad pequeña,Urbano,07/03/2019,Mujer,46,"Delincuencia, crimen",Sí,Sí,Sí votó,Andrés Manuel López Obrador Morena Juntos Haremos Historia,No,No Aplica,No sabe,No sabe,"Entre $2,801 - $3,400"
1620,MEX18_1620,442,74,1,2018,México,Mexicano,Centro,Hidalgo,Nopala de Villagrán,"Pequeña (menos de 25,000)",Ciudad pequeña,Urbano,07/03/2019,Hombre,47,"Economía, problemas con, crisis de",Sí,Sí,Sí votó,Andrés Manuel López Obrador Morena Juntos Haremos Historia,Sí,MORENA / Movimiento Regeneración Nacional,Poco,Votaría por el candidato o partido del actual presidente/administración,No responde
1456,MEX18_1456,872,100,1,2018,México,Mexicano,Norte,Nuevo León,Santa Catarina,"Grande (más de 100,000)",Ciudad grande,Urbano,25/02/2019,Mujer,49,"Delincuencia, crimen",Sí,Sí,Sí votó,Andrés Manuel López Obrador Morena Juntos Haremos Historia,No,No Aplica,Nada,Votaría por el candidato o partido del actual presidente/administración,"Entre $2,801 - $3,400"
1473,MEX18_1473,702,113,1,2018,México,Mexicano,Centro,Estado de México,Toluca,"Grande (más de 100,000)",Ciudad grande,Urbano,04/02/2019,Hombre,31,Corrupción,No,Sí,Sí votó,Andrés Manuel López Obrador Morena Juntos Haremos Historia,No,No Aplica,Algo,No sabe,"Entre $3,801 - $4,300"
654,MEX18_0654,91,92,1,2018,México,Mexicano,Norte,Coahuila,Saltillo,"Grande (más de 100,000)",Ciudad grande,Urbano,27/02/2019,Mujer,25,"Delincuencia, crimen",Sí,Sí,Sí votó,Andrés Manuel López Obrador Morena Juntos Haremos Historia,No,No Aplica,Algo,Votaría por el candidato o partido del actual presidente/administración,"Entre $3,401 - $3,800"
1197,MEX18_1197,712,114,1,2018,México,Mexicano,Centro,Estado de México,Toluca,"Grande (más de 100,000)",Ciudad grande,Rural,05/02/2019,Hombre,68,"Delincuencia, crimen",Sí,Sí,Sí votó,Andrés Manuel López Obrador Morena Juntos Haremos Historia,No,No Aplica,Poco,Votaría por el candidato o partido del actual presidente/administración,"Entre $6,401 - $7,600"
1118,MEX18_1118,1152,18,1,2018,México,Mexicano,Norte,Tamaulipas,Ciudad Victoria,"Grande (más de 100,000)",Ciudad grande,Urbano,01/03/2019,Hombre,25,"Delincuencia, crimen",Sí,Sí,Sí votó,Andrés Manuel López Obrador Morena Juntos Haremos Historia,No,No Aplica,Poco,Iría a votar pero dejaría la boleta en blanco o la anularía,"Entre $2,801 - $3,400"
756,MEX18_0756,541,126,1,2018,México,Mexicano,Centro Occidente,Jalisco,Zapopan,"Grande (más de 100,000)",Ciudad grande,Urbano,15/02/2019,Mujer,58,"Delincuencia, crimen",Sí,Sí,Sí votó,Andrés Manuel López Obrador Morena Juntos Haremos Historia,No,No Aplica,Poco,Votaría por el candidato o partido del actual presidente/administración,"Entre $620 - $1,200"
1336,MEX18_1336,1172,103,1,2018,México,Mexicano,Norte,Tamaulipas,Tampico,"Grande (más de 100,000)",Ciudad grande,Urbano,03/03/2019,Hombre,37,"Economía, problemas con, crisis de",Sí,Sí,Sí votó,Andrés Manuel López Obrador Morena Juntos Haremos Historia,No sabe,No Aplica,Mucho,Votaría por el candidato o partido del actual presidente/administración,"Más de $13,000"
1030,MEX18_1030,782,129,1,2018,México,Mexicano,Centro Occidente,Michoacán,Zitácuaro,"Grande (más de 100,000)",Ciudad grande,Rural,06/02/2019,Mujer,29,"Economía, problemas con, crisis de",Sí,Sí,Sí votó,Andrés Manuel López Obrador Morena Juntos Haremos Historia,No,No Aplica,Poco,No responde,"Entre $1,201 - $1,600"
434,MEX18_0434,512,95,1,2018,México,Mexicano,Centro Occidente,Jalisco,San Juan de los Lagos,"Mediana (entre 25,000 y 100,000)",Ciudad mediana,Urbano,19/02/2019,Mujer,61,"Delincuencia, crimen",Sí,Sí,Sí votó,Andrés Manuel López Obrador Morena Juntos Haremos Historia,No,No Aplica,Algo,No votaría,"Entre $2,401 - $2,800"
466,MEX18_0466,502,47,1,2018,México,Mexicano,Centro Occidente,Jalisco,Jamay,"Pequeña (menos de 25,000)",Ciudad pequeña,Urbano,14/02/2019,Hombre,68,Corrupción,Sí,Sí,Sí votó,Andrés Manuel López Obrador Morena Juntos Haremos Historia,No,No Aplica,Nada,Votaría por el candidato o partido del actual presidente/administración,"Entre $6,401 - $7,600"
1468,MEX18_1468,572,23,1,2018,México,Mexicano,Centro,Estado de México,Cuautitlán Izcalli,"Grande (más de 100,000)",Capital Nacional (área metropolitana),Urbano,10/02/2019,Mujer,72,Seguridad (falta de),Sí,Sí,Sí votó,Andrés Manuel López Obrador Morena Juntos Haremos Historia,No,No Aplica,Poco,Votaría por el candidato o partido del actual presidente/administración,"Entre $4,801 - $5,400"
1284,MEX18_1284,571,23,1,2018,México,Mexicano,Centro,Estado de México,Cuautitlán Izcalli,"Grande (más de 100,000)",Capital Nacional (área metropolitana),Urbano,05/02/2019,Hombre,50,Otro,Sí,Sí,Sí votó,Andrés Manuel López Obrador Morena Juntos Haremos Historia,No,No Aplica,Nada,Votaría por el candidato o partido del actual presidente/administración,"Entre $7,601 - $9,300"
705,MEX18_0705,562,7,1,2018,México,Mexicano,Centro,Estado de México,Atizapán de Zaragoza,"Grande (más de 100,000)",Capital Nacional (área metropolitana),Urbano,14/02/2019,Mujer,27,Seguridad (falta de),Sí,Sí,Sí votó,Andrés Manuel López Obrador Morena Juntos Haremos Historia,No,No Aplica,Algo,Votaría por el candidato o partido del actual presidente/administración,"Entre $9,301 - $13,000"
783,MEX18_0783,642,69,1,2018,México,Mexicano,Centro,Estado de México,Naucalpan de Juárez,"Grande (más de 100,000)",Capital Nacional (área metropolitana),Urbano,07/02/2019,Mujer,24,Seguridad (falta de),Sí,Sí,Sí votó,Andrés Manuel López Obrador Morena Juntos Haremos Historia,Sí,MORENA / Movimiento Regeneración Nacional,Mucho,Votaría por el candidato o partido del actual presidente/administración,"Entre $7,601 - $9,300"
40,MEX18_0040,572,23,1,2018,México,Mexicano,Centro,Estado de México,Cuautitlán Izcalli,"Grande (más de 100,000)",Capital Nacional (área metropolitana),Urbano,10/02/2019,Mujer,64,"Agua, falta de",Sí,Sí,Sí votó,Andrés Manuel López Obrador Morena Juntos Haremos Historia,No,No Aplica,Poco,Votaría por el candidato o partido del actual presidente/administración,"Entre $2,401 - $2,800"
7,MEX18_0007,631,68,1,2018,México,Mexicano,Centro,Estado de México,Naucalpan de Juárez,"Grande (más de 100,000)",Capital Nacional (área metropolitana),Urbano,11/02/2019,Mujer,19,Seguridad (falta de),Sí,Sí,Sí votó,Andrés Manuel López Obrador Morena Juntos Haremos Historia,No,No Aplica,Poco,Votaría por el candidato o partido del actual presidente/administración,"Entre $2,801 - $3,400"
210,MEX18_0210,571,23,1,2018,México,Mexicano,Centro,Estado de México,Cuautitlán Izcalli,"Grande (más de 100,000)",Capital Nacional (área metropolitana),Urbano,10/02/2019,Hombre,29,Corrupción,Sí,Sí,Sí votó,Andrés Manuel López Obrador Morena Juntos Haremos Historia,No,No Aplica,Algo,Votaría por el candidato o partido del actual presidente/administración,"Entre $2,001 - $2,400"
51,MEX18_0051,572,23,1,2018,México,Mexicano,Centro,Estado de México,Cuautitlán Izcalli,"Grande (más de 100,000)",Capital Nacional (área metropolitana),Urbano,10/02/2019,Mujer,41,"Economía, problemas con, crisis de",Sí,Sí,Sí votó,Andrés Manuel López Obrador Morena Juntos Haremos Historia,No,No Aplica,Poco,Votaría por el candidato o partido del actual presidente/administración,No sabe
460,MEX18_0460,561,7,1,2018,México,Mexicano,Centro,Estado de México,Atizapán de Zaragoza,"Grande (más de 100,000)",Capital Nacional (área metropolitana),Urbano,05/02/2019,Mujer,40,"Delincuencia, crimen",Sí,Sí,Sí votó,Andrés Manuel López Obrador Morena Juntos Haremos Historia,No,No Aplica,Poco,Votaría por el candidato o partido del actual presidente/administración,"Entre $1,601 - $2,000"
1405,MEX18_1405,642,69,1,2018,México,Mexicano,Centro,Estado de México,Naucalpan de Juárez,"Grande (más de 100,000)",Capital Nacional (área metropolitana),Urbano,07/02/2019,Mujer,39,Corrupción,Sí,Sí,Sí votó,Andrés Manuel López Obrador Morena Juntos Haremos Historia,No,No Aplica,Poco,Votaría por el candidato o partido del actual presidente/administración,"Entre $620 - $1,200"
1152,MEX18_1152,641,69,1,2018,México,Mexicano,Centro,Estado de México,Naucalpan de Juárez,"Grande (más de 100,000)",Capital Nacional (área metropolitana),Urbano,15/02/2019,Hombre,21,Otro,Sí,Sí,Sí votó,Andrés Manuel López Obrador Morena Juntos Haremos Historia,No,No Aplica,Algo,Votaría por el candidato o partido del actual presidente/administración,"Entre $2,801 - $3,400"
170,MEX18_0170,571,23,1,2018,México,Mexicano,Centro,Estado de México,Cuautitlán Izcalli,"Grande (más de 100,000)",Capital Nacional (área metropolitana),Urbano,06/02/2019,Hombre,42,Desempleo/falta de empleo,No,Sí,Sí votó,Andrés Manuel López Obrador Morena Juntos Haremos Historia,No,No Aplica,Nada,Votaría por el candidato o partido del actual presidente/administración,"Entre $7,601 - $9,300"
437,MEX18_0437,632,68,1,2018,México,Mexicano,Centro,Estado de México,Naucalpan de Juárez,"Grande (más de 100,000)",Capital Nacional (área metropolitana),Urbano,11/02/2019,Hombre,72,Otro,Sí,Sí,Sí votó,Andrés Manuel López Obrador Morena Juntos Haremos Historia,No,No Aplica,Nada,Votaría por el candidato o partido del actual presidente/administración,"Entre $2,001 - $2,400"
370,MEX18_0370,571,23,1,2018,México,Mexicano,Centro,Estado de México,Cuautitlán Izcalli,"Grande (más de 100,000)",Capital Nacional (área metropolitana),Urbano,05/02/2019,Hombre,50,"Delincuencia, crimen",Sí,Sí,Sí votó,Andrés Manuel López Obrador Morena Juntos Haremos Historia,No,No Aplica,Algo,Votaría por el candidato o partido del actual presidente/administración,"Entre $3,801 - $4,300"
313,MEX18_0313,631,68,1,2018,México,Mexicano,Centro,Estado de México,Naucalpan de Juárez,"Grande (más de 100,000)",Capital Nacional (área metropolitana),Urbano,06/02/2019,Mujer,68,"Delincuencia, crimen",Sí,Sí,Sí votó,Andrés Manuel López Obrador Morena Juntos Haremos Historia,No,No Aplica,Poco,Iría a votar pero dejaría la boleta en blanco o la anularía,No responde
747,MEX18_0747,562,7,1,2018,México,Mexicano,Centro,Estado de México,Atizapán de Zaragoza,"Grande (más de 100,000)",Capital Nacional (área metropolitana),Urbano,14/02/2019,Hombre,24,Otro,No,Sí,Sí votó,Andrés Manuel López Obrador Morena Juntos Haremos Historia,No,No Aplica,Mucho,Votaría por el candidato o partido del actual presidente/administración,"Entre $7,601 - $9,300"
819,MEX18_0819,641,69,1,2018,México,Mexicano,Centro,Estado de México,Naucalpan de Juárez,"Grande (más de 100,000)",Capital Nacional (área metropolitana),Urbano,15/02/2019,Hombre,27,"Delincuencia, crimen",No sabe,Sí,Sí votó,Andrés Manuel López Obrador Morena Juntos Haremos Historia,Sí,MORENA / Movimiento Regeneración Nacional,Algo,Votaría por el candidato o partido del actual presidente/administración,"Entre $6,401 - $7,600"
187,MEX18_0187,562,7,1,2018,México,Mexicano,Centro,Estado de México,Atizapán de Zaragoza,"Grande (más de 100,000)",Capital Nacional (área metropolitana),Urbano,02/02/2019,Mujer,48,Otro,Sí,Sí,Sí votó,Andrés Manuel López Obrador Morena Juntos Haremos Historia,No,No Aplica,Mucho,Votaría por el candidato o partido del actual presidente/administración,"Entre $2,001 - $2,400"
753,MEX18_0753,232,42,1,2018,México,Mexicano,Centro,Distrito Federal,Iztacalco,"Grande (más de 100,000)",Capital Nacional (área metropolitana),Urbano,30/01/2019,Mujer,46,Corrupción,Sí,Sí,Sí votó,Andrés Manuel López Obrador Morena Juntos Haremos Historia,Sí,MORENA / Movimiento Regeneración Nacional,Mucho,Votaría por el candidato o partido del actual presidente/administración,"Entre $3,401 - $3,800"
1297,MEX18_1297,651,71,1,2018,México,Mexicano,Centro,Estado de México,Nezahualcóyotl,"Grande (más de 100,000)",Capital Nacional (área metropolitana),Urbano,01/02/2019,Hombre,56,Otro,Sí,Sí,Sí votó,Andrés Manuel López Obrador Morena Juntos Haremos Historia,No,No Aplica,Nada,Votaría por el candidato o partido del actual presidente/administración,"Más de $13,000"
1611,MEX18_1611,582,117,1,2018,México,Mexicano,Centro,Estado de México,Valle de Chalco Solidaridad,"Grande (más de 100,000)",Capital Nacional (área metropolitana),Urbano,04/02/2019,Mujer,40,"Delincuencia, crimen",Sí,Sí,Sí votó,Andrés Manuel López Obrador Morena Juntos Haremos Historia,No,No Aplica,Poco,Votaría por el candidato o partido del actual presidente/administración,"Entre $3,801 - $4,300"
247,MEX18_0247,1111,70,1,2018,México,Mexicano,Norte,Sonora,Navojoa,"Grande (más de 100,000)",Ciudad mediana,Urbano,23/02/2019,Mujer,65,"Delincuencia, crimen",Sí,Sí,Sí votó,Andrés Manuel López Obrador Morena Juntos Haremos Historia,No,No Aplica,Algo,Votaría por el candidato o partido del actual presidente/administración,"Entre $2,401 - $2,800"
1479,MEX18_1479,581,117,1,2018,México,Mexicano,Centro,Estado de México,Valle de Chalco Solidaridad,"Grande (más de 100,000)",Capital Nacional (área metropolitana),Urbano,04/02/2019,Hombre,43,Seguridad (falta de),Sí,Sí,Sí votó,Andrés Manuel López Obrador Morena Juntos Haremos Historia,No,No Aplica,Poco,Votaría por el candidato o partido del actual presidente/administración,"Entre $9,301 - $13,000"
564,MEX18_0564,1111,70,1,2018,México,Mexicano,Norte,Sonora,Navojoa,"Grande (más de 100,000)",Ciudad mediana,Urbano,23/02/2019,Mujer,34,"Delincuencia, crimen",Sí,Sí,Sí votó,Andrés Manuel López Obrador Morena Juntos Haremos Historia,Sí,MORENA / Movimiento Regeneración Nacional,Poco,Votaría por el candidato o partido del actual presidente/administración,"Entre $4,801 - $5,400"
876,MEX18_0876,1072,25,1,2018,México,Mexicano,Norte,Sinaloa,Culiacán,"Grande (más de 100,000)",Ciudad grande,Rural,04/03/2019,Mujer,24,No sabe,Sí,Sí,Sí votó,Andrés Manuel López Obrador Morena Juntos Haremos Historia,Sí,No sabe,Mucho,Votaría por el candidato o partido del actual presidente/administración,"Entre $3,801 - $4,300"
35,MEX18_0035,1082,91,1,2018,México,Mexicano,Norte,Sinaloa,Rosario,"Mediana (entre 25,000 y 100,000)",Ciudad mediana,Urbano,05/03/2019,Hombre,68,Otro,Sí,Sí,Sí votó,Andrés Manuel López Obrador Morena Juntos Haremos Historia,No,No Aplica,Poco,Votaría por el candidato o partido del actual presidente/administración,"Entre $1,601 - $2,000"
955,MEX18_0955,22,60,1,2018,México,Mexicano,Norte,Baja California,Mexicali,"Grande (más de 100,000)",Ciudad grande,Urbano,26/02/2019,Hombre,20,Secuestro,Sí,Sí,Sí votó,Andrés Manuel López Obrador Morena Juntos Haremos Historia,No,No Aplica,Poco,Votaría por el candidato o partido del actual presidente/administración,"Entre $6,401 - $7,600"
1295,MEX18_1295,832,106,1,2018,México,Mexicano,Centro Occidente,Nayarit,Tepic,"Grande (más de 100,000)",Ciudad grande,Urbano,06/03/2019,Mujer,44,Seguridad (falta de),Sí,Sí,Sí votó,Andrés Manuel López Obrador Morena Juntos Haremos Historia,No,No Aplica,Algo,Votaría por el candidato o partido del actual presidente/administración,"Entre $7,601 - $9,300"
33,MEX18_0033,1072,25,1,2018,México,Mexicano,Norte,Sinaloa,Culiacán,"Grande (más de 100,000)",Ciudad grande,Rural,04/03/2019,Hombre,44,"Economía, problemas con, crisis de",Sí,Sí,Sí votó,Andrés Manuel López Obrador Morena Juntos Haremos Historia,No,No Aplica,Nada,Votaría por el candidato o partido del actual presidente/administración,"Entre $5,401 - $6,400"
1258,MEX18_1258,21,60,1,2018,México,Mexicano,Norte,Baja California,Mexicali,"Grande (más de 100,000)",Ciudad grande,Urbano,25/02/2019,Mujer,36,"Delincuencia, crimen",Sí,Sí,Sí votó,Andrés Manuel López Obrador Morena Juntos Haremos Historia,No,No Aplica,Poco,Votaría por el candidato o partido del actual presidente/administración,"Entre $2,801 - $3,400"
1594,MEX18_1594,42,108,1,2018,México,Mexicano,Norte,Baja California,Tijuana,"Grande (más de 100,000)",Ciudad grande,Urbano,28/02/2019,Hombre,50,Seguridad (falta de),Sí,Sí,Sí votó,Andrés Manuel López Obrador Morena Juntos Haremos Historia,Sí,MORENA / Movimiento Regeneración Nacional,Algo,Votaría por el candidato o partido del actual presidente/administración,"Entre $5,401 - $6,400"
735,MEX18_0735,591,15,1,2018,México,Mexicano,Centro,Estado de México,Chicoloapan,"Grande (más de 100,000)",Capital Nacional (área metropolitana),Urbano,05/02/2019,Hombre,53,Seguridad (falta de),Sí,Sí,Sí votó,Andrés Manuel López Obrador Morena Juntos Haremos Historia,Sí,MORENA / Movimiento Regeneración Nacional,Mucho,Votaría por el candidato o partido del actual presidente/administración,"Entre $9,301 - $13,000"
